UnderlyingName,OptionType,ContractMonth,StrikePrice,Col5,CallSecurityCode,CallBid,CallAsk,CallClose,TheoreticalPrice,PutSecurityCode,PutBid,PutAsk,UnderlyingClose,IV,BaseVolatility,Delta,ContractMonthDt
NK225E    ,OOP,202606,12500.0,            ,181062518,0000000.0000,0000000.0,0.76,1.793824,191062518,0000000.0000,0000000.0,47312.31,0.01,59804.41,0.2953,2026-06-01
NK225E    ,OOP,202606,12750.0,            ,181062718,0000000.0000,0000000.0,0.92,1.793824,191062718,0000000.0000,0000000.0,47062.61,0.01,59804.41,0.2953,2026-06-01
NK225E    ,OOP,202606,13000.0,            ,181063018,0000001.0000,0000000.0,1.1,1.781385,191063018,0000000.0000,0000000.0,46812.93,0.01,59804.41,0.2953,2026-06-01
NK225E    ,OOP,202606,13250.0,            ,181063218,0000000.0000,0000000.0,1.05,1.759465,191063218,0000000.0000,0000000.0,46563.03,0.01,59804.41,0.2953,2026-06-01
NK225E    ,OOP,202606,13500.0,            ,181063518,0000000.0000,0000000.0,1.01,1.737967,191063518,0000000.0000,0000000.0,46313.13,0.01,59804.41,0.2953,2026-06-01
NK225E    ,OOP,202606,13750.0,            ,181063718,0000000.0000,0000000.0,0.98,1.714602,191063718,0000000.0000,0000000.0,46063.24,0.01,59804.41,0.2953,2026-06-01
NK225E    ,OOP,202606,14000.0,            ,181064018,0000000.0000,0000000.0,0.94,1.690055,191064018,0000000.0000,0000000.0,45813.35,0.01,59804.41,0.2953,2026-06-01
NK225E    ,OOP,202606,14250.0,            ,181064218,0000000.0000,0000000.0,0.92,1.666396,191064218,0000000.0000,0000000.0,45563.46,0.01,59804.41,0.2953,2026-06-01
NK225E    ,OOP,202606,14500.0,            ,181064518,0000000.0000,0000000.0,0.89,1.643562,191064518,0000000.0000,0000000.0,45313.58,0.01,59804.41,0.2953,2026-06-01
NK225E    ,OOP,202606,14750.0,            ,181064718,0000000.0000,0000000.0,0.87,1.621489,191064718,0000000.0000,0000000.0,45063.7,0.01,59804.41,0.2953,2026-06-01
NK225E    ,OOP,202606,15000.0,            ,181065018,0000000.0000,0000000.0,0.86,1.600145,191065018,0000000.0000,0000000.0,44813.83,0.01,59804.41,0.2953,2026-06-01
NK225E    ,OOP,202606,15250.0,            ,181065218,0000000.0000,0000000.0,0.84,1.579531,191065218,0000000.0000,0000000.0,44563.96,0.01,59804.41,0.2953,2026-06-01
